단원명,문제번호,문제,정답,해설
대리,121,임의대리인이 본인 소유의 미등기부동산의 보존등기를 하기 위해서는 본인에 의한 특별수권이 있어야 한다. ,X,"권한을 정하지 아니한 대리인 
보존행위→제한X 
이용행위, 개량행위→성질이 변하지 않는 범위에서O"
대리,122,대리권의 범위가 명확하지 않은 임의대리인이라 하더라도 소멸시효를 중단시킬 수 있다. ,O,"권한을 정하지 아니한 대리인 
보존행위→제한X 
이용행위, 개량행위→성질이 변하지 않는 범위에서O"
대리,123,대리인은 본인의 허락이 있으면 본인을 대리하여 자신이 본인의 부동산을 매수하는 계약을 체결할 수 있다. ★,O,"•자기계약, 쌍방대리가 허용되는 경우 
*본인의 허락 
*다툼이 없는 확정된 기한이 도래한 채무이행 →등기신청행위 "
대리,124,대리인이 성년후견개시 심판을 받아 제한능력자가 되면 그의 대리권은 소멸한다. ,O,"•임의대리와 법정대리의 공통된 소멸사유
*본인 →사망 
*대리인 →사망, 성년후견개시, 파산 
*한정후견개시 →대리권소멸사유 X "
대리,125,대리인이 한정후견개시의 심판을 받으면 대리권은 소멸한다. ★,X,"•임의대리와 법정대리의 공통된 소멸사유
*본인 →사망 
*대리인 →사망, 성년후견개시, 파산 
*한정후견개시 →대리권소멸사유 X "
대리,126,수권행위의 철회는 임의대리와 법정대리의 공통된 소멸사유이다. ,X,"•임의대리와 법정대리의 공통된 소멸사유
*본인 →사망 
*대리인 →사망, 성년후견개시, 파산 
*한정후견개시 →대리권소멸사유 X "
대리,127,"대리인이 매도인의 배임행위에 적극 가담하여 이루어진 부동산의 이중매매의 경우, 본인인 매수인이 그러한 사정을 몰랐다면 반사회적 법률행위가 되지 않는다. ",X,"•대리행위의 하자 :대리인을 기준 
*본인을기준 →지시, 궁박"
대리,128,대리인이 본인의 지시에 좇아 대리행위를 한 때에는 본인은 자기가 안 사정 또는 과실로 인하여 알지 못한 사정에 관하여 대리인의 부지를 주장하지 못한다. ,O,"•대리행위의 하자 :대리인을 기준 
*본인을기준 →지시, 궁박"
대리,129,대리인이 매매계약서에 본인의 이름을 기재하고 본인의 인장을 날인한 경우에도 유효한 대리행위가 될 수 있다. ,O,현명 →묵시적 가능 
복대리,130,대리인이 복대리인을 선임하는 행위는 본인을 위한 대리행위이다. ,X,"복대리인→ 대리인이 자신의 이름(책임)으로 선임 
*복대리인 선임행위→ 대리행위 X 
*복대리인 언제나→ 임의대리인 "
복대리,131,복대리인은 제3자에 대하여 대리인과 동일한 권리의무가 있다. ,O,복대리인→ 본인의 대리인 
복대리,132,복대리인은 본인에 대하여 대리인과 동일한 권리의무가 있다. ,O,복대리인→ 본인의 대리인 
복대리,133,법률행위에 의해 대리권을 부여받은 대리인은 원칙상 복대리인을 선임할 수 있다. ,X,"•임의대리인 
*승낙 또는 부득이한 사유O →선임 
*선임감독상 책임O"
복대리,134,임의대리인은 본인의 승낙이 있는 때에 한하여 복임권을 갖는다,X,"•임의대리인 
*승낙 또는 부득이한 사유O →선임 
*선임감독상 책임O"
복대리,135,법정대리인이 부득이한 사유로 복대리인을 선임한 경우에는 본인에 대하여 선임. 감독상의 책임만 있다. ,O,"•법정대리인 
*언제나 선임→ 원칙→ 무과실책임 
*부득이한 사유로 선임→ 선임감독상 책임 "
복대리,136,"대리인이 복대리인을 선임한 후 사망한 경우, 특별한 사정이 없는 한 그 복대리권도 소멸한다. ★",O,대리권 소멸→ 복대리권 소멸 
복대리,137,임의대리인이 임의로 선임한 복대리인의 권한도 권한을 넘은 표현대리의 기본대리권이 될 수 있다. ★★,O,복대리→표현대리O
복대리,138,"대리인이 대리권소멸 후 복대리인을 선임하였다면, 복대리인의 대리행위로는 표현대리가 성립할 수 없다. ★★",X,복대리→표현대리O
무권대리,139,무권대리행위가 강행규정위반으로 무효라 하더라도 본인이 추인하면 본인에게 효력이 발생한다. ,X,"•무권대리행위 자체가 강행규정위반 등으로 무효인 경우 
*추인 →효력 X 
*무권대리인의 책임 X 
*표현대리 적용 X "
무권대리,140,"무권대리행위가 강행규정위반으로 무효인 경우, 무권대리인의 책임은 발생할 수 없다. ",O,"•무권대리행위 자체가 강행규정위반 등으로 무효인 경우 
*추인 →효력 X 
*무권대리인의 책임 X 
*표현대리 적용 X "
무권대리,141,"투자수익보장약정이 강행법규에 위반되어 무효인 경우, 표현대리는 적용될 여지가 없다. ★★ ",O,"•무권대리행위 자체가 강행규정위반 등으로 무효인 경우 
*추인 →효력 X 
*무권대리인의 책임 X 
*표현대리 적용 X "
무권대리,142,추인은 무권대리행위로 인한 계약의 승계인에게는 할 수 없다.★ ,X,"추인의 상대방→ 무권대리인O, 상대O. 전득자O "
무권대리,143,"본인이 무권대리행위의 일부를 추인을 하는 경우, 상대방의 동의가 없는 한 추인의 효력이 없다. ★",O,"일부추인,변경을가한 추인,조건을붙인 추인→상대방의 동의 X→ 무효 "
무권대리,144,무권대리행위임을 알았던 상대방은 본인에게 최고할 수 없다. ★★ ,X,최고 →선/악불문→확답 X →거절 
무권대리,145,계약체결 당시에 무권대리행위임을 상대방이 알았더라도 본인이 추인하기 전이라면 상대방은 계약을 철회할 수 있다. ★★ ,X,철회→선의만 →추인 전까지만 가능 
무권대리,146,선의의 상대방이 철회한 후 본인은 무권대리행위를 추인할 수 없다.,O,철회→선의만 →추인 전까지만 가능 
무권대리,147,대리권을 증명하지 못한 대리인은 자신의 선택에 따라 상대방에게 무권대리인의 책임을 부담한다.C153 ★,X,"•무권대리인의 책임 
*상대방의 선택 
*상대방은 선의 무과실 
*제한능력자→ 책임 X 
*무과실책임 "
무권대리,148,"본인의 추인을 얻지 못한 경우, 상대방이 선의이더라도 과실이 있으면 무권대리인은 상대방에게 계약을 이행할 책임이 없다",O,"•무권대리인의 책임 
*상대방의 선택 
*상대방은 선의 무과실 
*제한능력자→ 책임 X 
*무과실책임 "
무권대리,149,"무권대리인이 제한능력자인 경우, 상대방은 무권대리인에게 계약이행 또는 손해배상을 청구할 수 없다. ★★",O,"•무권대리인의 책임 
*상대방의 선택 
*상대방은 선의 무과실 
*제한능력자→ 책임 X 
*무과실책임 "
무권대리,150,무권대리행위를 함에 있어서 무권대리인에게 과실이 없는 경우에도 무권대리인의 책임은 발생한다. ★★,O,"•무권대리인의 책임 
*상대방의 선택 
*상대방은 선의 무과실 
*제한능력자→ 책임 X 
*무과실책임 "
무권대리,151,무권대리행위가 제3자의 기망 등 위법행위로 야기되었더라도 무권대리인의 상대방에 대한 책임은 부정되지 않는다. ,O,"•무권대리인의 책임 
*상대방의 선택 
*상대방은 선의 무과실 
*제한능력자→ 책임 X 
*무과실책임 "
무권대리,152,무권대리인의 상대방에 대한 책임은 대리권 흠결에 관하여 무권대리인에게 귀책사유가 있어야만 인정된다.★★,X,"•무권대리인의 책임 
*상대방의 선택 
*상대방은 선의 무과실 
*제한능력자→ 책임 X 
*무과실책임 "
표현대리,153,본인을 위한 것임을 현명하지 않은 경우에는 표현대리는 성립할 수 없다. ★,O,현명하지 않은 경우 →표현대리 성립 X 
표현대리,154,"甲의 담보설정 대리인 乙이 자기 앞으로 소유권이전등기를 하고 丙에게 소유권이전등기를 경료한 경우, 丙은 표현대리의 성립을 주장할 수 있다. ",X,현명하지 않은 경우 →표현대리 성립 X 
표현대리,155,표현대리가 성립된다고 하여 무권대리의 성질이 유권대리로 전환되는 것은 아니다.,O,유권대리 주장 →표현대리 주장 포함 X 
표현대리,156,상대방의 유권대리 주장에는 표현대리의 주장도 포함된다. ★★ ,X,유권대리 주장 →표현대리 주장 포함 X 
표현대리,157,"소송에서 상대방이 본인에게 유권대리를 주장하여 이행청구를 한 경우, 법원은 표현대리의 성립여부를 심리·판단할 필요가 없다. ",O,유권대리 주장 →표현대리 주장 포함 X 
표현대리,158,권한을 넘은 표현대리에 관한 제126조의 제3자는 당해 표현대리행위의 직접 상대방만을 의미한다. ,O,표현대리 →직접 상대방만이 주장O
표현대리,159,권한을 넘은 표현대리에 관한 규정에서의 제3자에는 당해 표현대리행위의 직접 상대방이 된 자 외에 전득자도 포함된다. ,X,표현대리 →직접 상대방만이 주장O
표현대리,160,"상대방이 매수당시 대리인에게 대리권이 있다고 믿은 데 정당한 이유가 있었다면, 계약성립 후에 대리권 없음을 알았더라도 권한을 넘은 표현대리는 성립한다",O,상대방의 선의무과실→ 대리행위 당시를 기준으로 판단 
표현대리,161,대리권수여표시에 의한 표현대리는 법정대리에는 적용될 수 없다,O,대리권수여표시에 의한 표현대리→ 임의대리O. 법정대리 X 
표현대리,162,대리권수여표시에 의한 표현대리가 성립하기 위한 대리권수여의 표시는 사회통념상 대리권을 추단할 수 있는 직함의 사용을 승낙한 경우도 포함한다. ,O,대리권수여표시에 의한 표현대리→ 임의대리O. 법정대리 X 
표현대리,163,기본대리권이 처음부터 존재하지 않는 경우에는 권한을 넘은 표현대리는 성립할 수 없다. ,O,"권한을 넘은 표현대리 
1 기본대리권과 월권행위 간에 동종유사성 불요→ 전혀 별개→ 성립O
2 사자, 일상가사대리권, 공법상 대리권(등기신청행위), 복대리권, 표현대리권 →기본대리권O"
표현대리,164,"권한을 넘은 표현대리의 경우, 기본대리권이 표현대리행위와 동종유사할 필요는 없다. ★★",O,"권한을 넘은 표현대리 
1 기본대리권과 월권행위 간에 동종유사성 불요→ 전혀 별개→ 성립O
2 사자, 일상가사대리권, 공법상 대리권(등기신청행위), 복대리권, 표현대리권 →기본대리권O"
표현대리,165,권한을 넘은 표현대리의 기본대리권은 대리행위와 같은 종류의 행위이어야 한다. ,X,"권한을 넘은 표현대리 
1 기본대리권과 월권행위 간에 동종유사성 불요→ 전혀 별개→ 성립O
2 사자, 일상가사대리권, 공법상 대리권(등기신청행위), 복대리권, 표현대리권 →기본대리권O"
표현대리,166,"대리인이 사자를 통해 권한 외의 대리행위를 한 경우, 그 사자에게는 기본대리권이 없으므로 권한을 넘은 표현대리가 성립할 수 없다. ★★ ",X,"권한을 넘은 표현대리 
1 기본대리권과 월권행위 간에 동종유사성 불요→ 전혀 별개→ 성립O
2 사자, 일상가사대리권, 공법상 대리권(등기신청행위), 복대리권, 표현대리권 →기본대리권O"
표현대리,167,권한을넘은 표현대리는 임의대리뿐만 아니라 법정대리에도 적용된다.,O,"권한을 넘은 표현대리 
1 기본대리권과 월권행위 간에 동종유사성 불요→ 전혀 별개→ 성립O
2 사자, 일상가사대리권, 공법상 대리권(등기신청행위), 복대리권, 표현대리권 →기본대리권O"
